city,timestamp,temperature,season
New York,2010-01-01,9.68575698718973,winter
New York,2010-01-02,0.23829741304130378,winter
New York,2010-01-03,-6.004156055599651,winter
New York,2010-01-04,1.9521683090566437,winter
New York,2010-01-05,-0.7237625904648392,winter
New York,2010-01-06,0.7797238660905603,winter
New York,2010-01-07,2.3303640929732046,winter
New York,2010-01-08,0.3051869902655727,winter
New York,2010-01-09,-5.856311858380378,winter
New York,2010-01-10,5.532953937041565,winter
New York,2010-01-11,-1.107610199174754,winter
New York,2010-01-12,2.558699478400148,winter
New York,2010-01-13,0.84982811769328,winter
New York,2010-01-14,-7.565997136025456,winter
New York,2010-01-15,-0.53927209348705,winter
New York,2010-01-16,-1.113784090746209,winter
New York,2010-01-17,-0.6068546587209058,winter
New York,2010-01-18,3.033970441897054,winter
New York,2010-01-19,1.877774630873933,winter
New York,2010-01-20,-6.847803717256226,winter
New York,2010-01-21,-2.8023833838239294,winter
New York,2010-01-22,-3.0960691914475484,winter
New York,2010-01-23,-3.975417248317834,winter
New York,2010-01-24,-10.81907460378373,winter
New York,2010-01-25,0.790270477553958,winter
New York,2010-01-26,3.771369624614729,winter
New York,2010-01-27,-4.481597406272526,winter
New York,2010-01-28,-1.7826602640461828,winter
New York,2010-01-29,-2.68020093013131,winter
New York,2010-01-30,-0.5312114881441877,winter
New York,2010-01-31,7.493295476565677,winter
New York,2010-02-01,1.8042757290137486,winter
New York,2010-02-02,1.8777607022597798,winter
New York,2010-02-03,7.032196090414379,winter
New York,2010-02-04,8.219118090900032,winter
New York,2010-02-05,-6.514742281700013,winter
New York,2010-02-06,-7.204803966498491,winter
New York,2010-02-07,1.4018467055163195,winter
New York,2010-02-08,1.2429761767182783,winter
New York,2010-02-09,3.3636870871595557,winter
New York,2010-02-10,-0.7122498246487525,winter
New York,2010-02-11,0.9503781352649353,winter
New York,2010-02-12,-9.994937281674076,winter
New York,2010-02-13,-0.09830761101980273,winter
New York,2010-02-14,2.026773237277128,winter
New York,2010-02-15,-2.1032233126599635,winter
New York,2010-02-16,4.6349334251152365,winter
New York,2010-02-17,-5.581735263885892,winter
New York,2010-02-18,4.8232324269680005,winter
New York,2010-02-19,3.233941661746736,winter
New York,2010-02-20,-1.6069538582277851,winter
New York,2010-02-21,3.1374874030951574,winter
New York,2010-02-22,3.328992473826688,winter
New York,2010-02-23,-3.337382519042866,winter
New York,2010-02-24,0.3602576429672738,winter
New York,2010-02-25,-10.067412883823126,winter
New York,2010-02-26,5.201795661058888,winter
New York,2010-02-27,0.6793678835581056,winter
New York,2010-02-28,0.5119823164583228,winter
New York,2010-03-01,12.44827259782802,spring
New York,2010-03-02,8.872716229777485,spring
New York,2010-03-03,13.008798188787308,spring
New York,2010-03-04,18.389631124060948,spring
New York,2010-03-05,17.351853081173388,spring
New York,2010-03-06,7.957657839702486,spring
New York,2010-03-07,16.998314714085943,spring
New York,2010-03-08,5.993143316841035,spring
New York,2010-03-09,10.322825257107912,spring
New York,2010-03-10,14.148859299858495,spring
New York,2010-03-11,16.428412387312576,spring
New York,2010-03-12,18.29206325178466,spring
New York,2010-03-13,12.593616733520163,spring
New York,2010-03-14,14.327783329572085,spring
New York,2010-03-15,18.010476289922003,spring
New York,2010-03-16,17.67371967273779,spring
New York,2010-03-17,8.672815342740456,spring
New York,2010-03-18,15.528402198421677,spring
New York,2010-03-19,13.772745586309565,spring
New York,2010-03-20,14.296453840346626,spring
New York,2010-03-21,8.483072258650996,spring
New York,2010-03-22,9.293445221704568,spring
New York,2010-03-23,17.406072635286655,spring
New York,2010-03-24,8.585384340044449,spring
New York,2010-03-25,3.3356202423906307,spring
New York,2010-03-26,8.279245713313536,spring
New York,2010-03-27,11.252051117044225,spring
New York,2010-03-28,3.8632271581287503,spring
New York,2010-03-29,4.883426778569003,spring
New York,2010-03-30,12.522468211789283,spring
New York,2010-03-31,11.565464498783232,spring
New York,2010-04-01,20.588675473219453,spring
New York,2010-04-02,15.920288795284371,spring
New York,2010-04-03,5.820876722619078,spring
New York,2010-04-04,15.639474423401047,spring
New York,2010-04-05,13.448438696211456,spring
New York,2010-04-06,5.0991984023926396,spring
New York,2010-04-07,12.571775075368725,spring
New York,2010-04-08,11.18496766216818,spring
New York,2010-04-09,10.346664286115,spring
New York,2010-04-10,4.39967971054571,spring
New York,2010-04-11,3.9509540569380883,spring
New York,2010-04-12,10.174249943742948,spring
New York,2010-04-13,9.283869591693009,spring
New York,2010-04-14,12.371527857933739,spring
New York,2010-04-15,13.986653391306788,spring
New York,2010-04-16,7.061214731747318,spring
New York,2010-04-17,17.175861674376556,spring
New York,2010-04-18,8.924940621387936,spring
New York,2010-04-19,4.147226436969288,spring
New York,2010-04-20,12.820079060869078,spring
New York,2010-04-21,8.887343653144919,spring
New York,2010-04-22,15.441493471387046,spring
New York,2010-04-23,12.817960927718323,spring
New York,2010-04-24,9.93532151062043,spring
New York,2010-04-25,15.020482299035118,spring
New York,2010-04-26,3.4480112009268415,spring
New York,2010-04-27,20.979394489413714,spring
New York,2010-04-28,7.5104140980294956,spring
New York,2010-04-29,7.778937229888436,spring
New York,2010-04-30,13.87975074378306,spring
New York,2010-05-01,6.357249488681612,spring
New York,2010-05-02,15.888538956036147,spring
New York,2010-05-03,4.568556803680172,spring
New York,2010-05-04,11.466034661130546,spring
New York,2010-05-05,9.182027710387596,spring
New York,2010-05-06,8.906756525375084,spring
New York,2010-05-07,17.429775657219054,spring
New York,2010-05-08,7.039406279421955,spring
New York,2010-05-09,17.439858546057643,spring
New York,2010-05-10,3.060461690595579,spring
New York,2010-05-11,8.829253575080791,spring
New York,2010-05-12,1.8936452523835854,spring
New York,2010-05-13,9.087079992564796,spring
New York,2010-05-14,6.3941732863398535,spring
New York,2010-05-15,15.032917513468604,spring
New York,2010-05-16,11.48748461783895,spring
New York,2010-05-17,6.37053391841688,spring
New York,2010-05-18,10.790486658651025,spring
New York,2010-05-19,19.85471010853521,spring
New York,2010-05-20,15.665231844078107,spring
New York,2010-05-21,13.20885412215957,spring
New York,2010-05-22,9.406872756766182,spring
New York,2010-05-23,8.70980920445904,spring
New York,2010-05-24,5.715946977987616,spring
New York,2010-05-25,6.414192301455114,spring
New York,2010-05-26,8.87653815045795,spring
New York,2010-05-27,9.322076124547227,spring
New York,2010-05-28,10.341626365740966,spring
New York,2010-05-29,13.43844151917726,spring
New York,2010-05-30,9.809934549780369,spring
New York,2010-05-31,11.353063097561565,spring
New York,2010-06-01,22.84533073622503,summer
New York,2010-06-02,23.852696534231836,summer
New York,2010-06-03,20.916246789505507,summer
New York,2010-06-04,22.117961968300087,summer
New York,2010-06-05,26.8969852802286,summer
New York,2010-06-06,29.251225502522313,summer
New York,2010-06-07,33.686563140730996,summer
New York,2010-06-08,18.549644565744877,summer
New York,2010-06-09,22.277277729574596,summer
New York,2010-06-10,31.252608898555536,summer
New York,2010-06-11,29.57967548873536,summer
New York,2010-06-12,20.639732171442,summer
New York,2010-06-13,17.471792175121145,summer
New York,2010-06-14,24.539189777145847,summer
New York,2010-06-15,31.505120018734218,summer
New York,2010-06-16,28.19867268405008,summer
New York,2010-06-17,24.425215398414938,summer
New York,2010-06-18,29.639238027447732,summer
New York,2010-06-19,29.953550879136397,summer
New York,2010-06-20,22.11570364404743,summer
New York,2010-06-21,24.47557529114526,summer
New York,2010-06-22,22.51410550891809,summer
New York,2010-06-23,30.90654113970812,summer
New York,2010-06-24,31.39989130638508,summer
New York,2010-06-25,14.85289671947869,summer
New York,2010-06-26,20.771556949963056,summer
New York,2010-06-27,33.47606704131833,summer
New York,2010-06-28,23.010008802899534,summer
New York,2010-06-29,27.804582256673896,summer
New York,2010-06-30,24.693391399291947,summer
New York,2010-07-01,24.950813542499773,summer
New York,2010-07-02,12.406251954867331,summer
New York,2010-07-03,25.23851791070402,summer
New York,2010-07-04,30.646545455116488,summer
New York,2010-07-05,30.20077601039774,summer
New York,2010-07-06,28.769885144933237,summer
New York,2010-07-07,29.294595535296928,summer
New York,2010-07-08,33.863805114804634,summer
New York,2010-07-09,29.16598849769293,summer
New York,2010-07-10,18.188670291842,summer
New York,2010-07-11,24.120764299832803,summer
New York,2010-07-12,18.729463567227466,summer
New York,2010-07-13,22.804438066330185,summer
New York,2010-07-14,25.65341682182374,summer
New York,2010-07-15,23.214631151673082,summer
New York,2010-07-16,17.522952100874566,summer
New York,2010-07-17,26.842405574687525,summer
New York,2010-07-18,25.877326528389304,summer
New York,2010-07-19,26.70355398248693,summer
New York,2010-07-20,25.273670349271097,summer
New York,2010-07-21,23.403440122032634,summer
New York,2010-07-22,27.25174814628651,summer
New York,2010-07-23,24.09759799009167,summer
New York,2010-07-24,27.79486692494625,summer
New York,2010-07-25,19.668021853774704,summer
New York,2010-07-26,21.657818588636328,summer
New York,2010-07-27,24.84728853845276,summer
New York,2010-07-28,24.6932771299142,summer
New York,2010-07-29,27.209843263583334,summer
New York,2010-07-30,31.717769551479314,summer
New York,2010-07-31,19.566615763558776,summer
New York,2010-08-01,19.631856692677264,summer
New York,2010-08-02,26.266529918687603,summer
New York,2010-08-03,16.924580422086727,summer
New York,2010-08-04,24.055409021314823,summer
New York,2010-08-05,19.150919027840658,summer
New York,2010-08-06,26.18918328306582,summer
New York,2010-08-07,28.2638079613386,summer
New York,2010-08-08,27.690224930474475,summer
New York,2010-08-09,23.74428900490274,summer
New York,2010-08-10,13.739215824653657,summer
New York,2010-08-11,21.281213932744315,summer
New York,2010-08-12,25.295278744344795,summer
New York,2010-08-13,19.14866008517379,summer
New York,2010-08-14,21.842711204589513,summer
New York,2010-08-15,15.218623111296317,summer
New York,2010-08-16,23.988062732973837,summer
New York,2010-08-17,20.790016335408133,summer
New York,2010-08-18,20.4965598438872,summer
New York,2010-08-19,28.430465298166965,summer
New York,2010-08-20,25.08069161165689,summer
New York,2010-08-21,33.21449389052471,summer
New York,2010-08-22,29.7815511111787,summer
New York,2010-08-23,21.294792895461622,summer
New York,2010-08-24,23.506577571474885,summer
New York,2010-08-25,23.499414628519304,summer
New York,2010-08-26,23.46554804965916,summer
New York,2010-08-27,26.801095328012405,summer
New York,2010-08-28,34.453575946010325,summer
New York,2010-08-29,26.297853103615424,summer
New York,2010-08-30,25.86325288660554,summer
New York,2010-08-31,17.55452055592908,summer
New York,2010-09-01,20.426190292455267,autumn
New York,2010-09-02,12.789761555589145,autumn
New York,2010-09-03,20.900235659769645,autumn
New York,2010-09-04,16.744976436541467,autumn
New York,2010-09-05,11.497843509720177,autumn
New York,2010-09-06,15.795087345435617,autumn
New York,2010-09-07,14.249914893450509,autumn
New York,2010-09-08,7.1477998993299785,autumn
New York,2010-09-09,21.00874761629039,autumn
New York,2010-09-10,15.767562200391582,autumn
New York,2010-09-11,8.984168639359035,autumn
New York,2010-09-12,13.38436239452073,autumn
New York,2010-09-13,3.8226395575075856,autumn
New York,2010-09-14,21.33337533550648,autumn
New York,2010-09-15,10.208553692789561,autumn
New York,2010-09-16,21.99028569269983,autumn
New York,2010-09-17,8.920071358669098,autumn
New York,2010-09-18,11.158915880271657,autumn
New York,2010-09-19,14.187358265294415,autumn
New York,2010-09-20,15.864886280137942,autumn
New York,2010-09-21,20.00996430509798,autumn
New York,2010-09-22,19.99167314292579,autumn
New York,2010-09-23,11.349868034112392,autumn
New York,2010-09-24,8.803419521020386,autumn
New York,2010-09-25,5.366823436373121,autumn
New York,2010-09-26,11.957557468082465,autumn
New York,2010-09-27,21.312728563159588,autumn
New York,2010-09-28,8.331431581989458,autumn
New York,2010-09-29,9.125707802771803,autumn
New York,2010-09-30,24.495250519939262,autumn
New York,2010-10-01,9.076783595887544,autumn
New York,2010-10-02,18.98642460223956,autumn
